年度,月,日,指導員/啓発員,データ種別,値区分,値,ObjectId
2022,1,7,分煙対策指導員,指導対象,路上喫煙過料,0,1447
2022,2,15,分煙対策指導員,指導対象,路上喫煙過料,6,1448
2021,10,24,分煙対策指導員,指導対象,路上喫煙,125,1449
2022,1,8,分煙対策指導員,指導対象,路上喫煙,144,1450
2022,2,16,分煙対策指導員,指導対象,路上喫煙,209,1451
2021,10,24,分煙対策指導員,指導対象,路上喫煙過料,54,1452
2022,1,8,分煙対策指導員,指導対象,路上喫煙過料,0,1453
2022,2,16,分煙対策指導員,指導対象,路上喫煙過料,24,1454
2021,10,25,分煙対策指導員,指導対象,路上喫煙,163,1455
2022,1,9,分煙対策指導員,指導対象,路上喫煙,144,1456
2022,2,17,分煙対策指導員,指導対象,路上喫煙,186,1457
2021,10,25,分煙対策指導員,指導対象,路上喫煙過料,37,1458
2022,1,9,分煙対策指導員,指導対象,路上喫煙過料,16,1459
2022,1,10,分煙対策指導員,指導対象,路上喫煙,114,1460
2022,1,10,分煙対策指導員,指導対象,路上喫煙過料,19,1461
2022,1,11,分煙対策指導員,指導対象,路上喫煙,138,1462
2022,1,11,分煙対策指導員,指導対象,路上喫煙過料,6,1463
2022,1,12,分煙対策指導員,指導対象,路上喫煙,233,1464
2022,1,12,分煙対策指導員,指導対象,路上喫煙過料,19,1465
2022,1,13,分煙対策指導員,指導対象,路上喫煙,235,1466
2022,1,13,分煙対策指導員,指導対象,路上喫煙過料,17,1467
2022,1,14,分煙対策指導員,指導対象,路上喫煙,169,1468
2022,1,14,分煙対策指導員,指導対象,路上喫煙過料,22,1469
2022,1,15,分煙対策指導員,指導対象,路上喫煙,192,1470
2022,1,15,分煙対策指導員,指導対象,路上喫煙過料,24,1471
2022,1,16,分煙対策指導員,指導対象,路上喫煙,135,1472
2022,1,16,分煙対策指導員,指導対象,路上喫煙過料,9,1473
2022,1,17,分煙対策指導員,指導対象,路上喫煙,181,1474
2022,1,17,分煙対策指導員,指導対象,路上喫煙過料,13,1475
2022,1,18,分煙対策指導員,指導対象,路上喫煙,202,1476
2022,1,18,分煙対策指導員,指導対象,路上喫煙過料,25,1477
2022,1,19,分煙対策指導員,指導対象,路上喫煙,269,1478
2022,1,19,分煙対策指導員,指導対象,路上喫煙過料,16,1479
2022,1,20,分煙対策指導員,指導対象,路上喫煙,183,1480
2022,1,20,分煙対策指導員,指導対象,路上喫煙過料,16,1481
2022,2,17,分煙対策指導員,指導対象,路上喫煙過料,9,1482
2021,10,26,分煙対策指導員,指導対象,路上喫煙,109,1483
2022,2,18,分煙対策指導員,指導対象,路上喫煙,223,1484
2021,10,26,分煙対策指導員,指導対象,路上喫煙過料,30,1485
2022,2,18,分煙対策指導員,指導対象,路上喫煙過料,11,1486
2021,10,27,分煙対策指導員,指導対象,路上喫煙,192,1487
2022,2,19,分煙対策指導員,指導対象,路上喫煙,176,1488
2021,10,27,分煙対策指導員,指導対象,路上喫煙過料,36,1489
2022,2,19,分煙対策指導員,指導対象,路上喫煙過料,20,1490
2021,10,28,分煙対策指導員,指導対象,路上喫煙,139,1491
2022,2,20,分煙対策指導員,指導対象,路上喫煙,164,1492
2021,10,28,分煙対策指導員,指導対象,路上喫煙過料,36,1493
2022,2,20,分煙対策指導員,指導対象,路上喫煙過料,16,1494
2021,10,29,分煙対策指導員,指導対象,路上喫煙,88,1495
2022,2,21,分煙対策指導員,指導対象,路上喫煙,160,1496
2021,10,29,分煙対策指導員,指導対象,路上喫煙過料,17,1497
2022,2,21,分煙対策指導員,指導対象,路上喫煙過料,15,1498
2021,10,30,分煙対策指導員,指導対象,路上喫煙,259,1499
2022,2,22,分煙対策指導員,指導対象,路上喫煙,151,1500
2021,10,30,分煙対策指導員,指導対象,路上喫煙過料,21,1501
2022,2,22,分煙対策指導員,指導対象,路上喫煙過料,14,1502
2021,10,31,分煙対策指導員,指導対象,路上喫煙,592,1503
2022,2,23,分煙対策指導員,指導対象,路上喫煙,223,1504
2021,10,31,分煙対策指導員,指導対象,路上喫煙過料,0,1505
2022,2,23,分煙対策指導員,指導対象,路上喫煙過料,31,1506
2021,11,1,分煙対策指導員,指導対象,路上喫煙,173,1507
2022,2,24,分煙対策指導員,指導対象,路上喫煙,140,1508
2021,11,1,分煙対策指導員,指導対象,路上喫煙過料,32,1509
2022,2,24,分煙対策指導員,指導対象,路上喫煙過料,14,1510
2021,11,2,分煙対策指導員,指導対象,路上喫煙,180,1511
2022,2,25,分煙対策指導員,指導対象,路上喫煙,175,1512
2021,11,2,分煙対策指導員,指導対象,路上喫煙過料,36,1513
2022,2,25,分煙対策指導員,指導対象,路上喫煙過料,17,1514
2021,11,3,分煙対策指導員,指導対象,路上喫煙,137,1515
2022,2,26,分煙対策指導員,指導対象,路上喫煙,139,1516
2021,11,3,分煙対策指導員,指導対象,路上喫煙過料,29,1517
2022,2,26,分煙対策指導員,指導対象,路上喫煙過料,13,1518
2021,11,4,分煙対策指導員,指導対象,路上喫煙,151,1519
2022,2,27,分煙対策指導員,指導対象,路上喫煙,146,1520
2021,11,4,分煙対策指導員,指導対象,路上喫煙過料,26,1521
2022,2,27,分煙対策指導員,指導対象,路上喫煙過料,13,1522
2021,11,5,分煙対策指導員,指導対象,路上喫煙,88,1523
2022,2,28,分煙対策指導員,指導対象,路上喫煙,169,1524
2021,11,5,分煙対策指導員,指導対象,路上喫煙過料,19,1525
2022,2,28,分煙対策指導員,指導対象,路上喫煙過料,14,1526
2021,11,6,分煙対策指導員,指導対象,路上喫煙,199,1527
2022,3,1,分煙対策指導員,指導対象,路上喫煙,149,1528
2021,11,6,分煙対策指導員,指導対象,路上喫煙過料,41,1529
2022,3,1,分煙対策指導員,指導対象,路上喫煙過料,19,1530
2022,3,2,分煙対策指導員,指導対象,路上喫煙,149,1531
2022,3,2,分煙対策指導員,指導対象,路上喫煙過料,12,1532
2022,3,3,分煙対策指導員,指導対象,路上喫煙,252,1533
2022,3,3,分煙対策指導員,指導対象,路上喫煙過料,17,1534
2022,3,4,分煙対策指導員,指導対象,路上喫煙,249,1535
2022,3,4,分煙対策指導員,指導対象,路上喫煙過料,24,1536
2022,3,5,分煙対策指導員,指導対象,路上喫煙,119,1537
2022,3,5,分煙対策指導員,指導対象,路上喫煙過料,27,1538
2022,3,6,分煙対策指導員,指導対象,路上喫煙,202,1539
2022,3,6,分煙対策指導員,指導対象,路上喫煙過料,30,1540
2022,3,7,分煙対策指導員,指導対象,路上喫煙,216,1541
2022,3,7,分煙対策指導員,指導対象,路上喫煙過料,16,1542
2022,3,8,分煙対策指導員,指導対象,路上喫煙,192,1543
2022,3,8,分煙対策指導員,指導対象,路上喫煙過料,17,1544
2022,3,9,分煙対策指導員,指導対象,路上喫煙,184,1545
2022,3,9,分煙対策指導員,指導対象,路上喫煙過料,21,1546
2022,3,10,分煙対策指導員,指導対象,路上喫煙,195,1547
2022,3,10,分煙対策指導員,指導対象,路上喫煙過料,16,1548
2022,3,11,分煙対策指導員,指導対象,路上喫煙,211,1549
2022,3,11,分煙対策指導員,指導対象,路上喫煙過料,26,1550
2021,11,7,分煙対策指導員,指導対象,路上喫煙,147,1551
2021,11,7,分煙対策指導員,指導対象,路上喫煙過料,23,1552
2021,11,8,分煙対策指導員,指導対象,路上喫煙,155,1553
2021,11,8,分煙対策指導員,指導対象,路上喫煙過料,38,1554
2021,11,9,分煙対策指導員,指導対象,路上喫煙,80,1555
2021,11,9,分煙対策指導員,指導対象,路上喫煙過料,25,1556
2021,11,10,分煙対策指導員,指導対象,路上喫煙,92,1557
2021,11,10,分煙対策指導員,指導対象,路上喫煙過料,15,1558
2021,11,11,分煙対策指導員,指導対象,路上喫煙,80,1559
2021,11,11,分煙対策指導員,指導対象,路上喫煙過料,37,1560
2021,11,12,分煙対策指導員,指導対象,路上喫煙,120,1561
2021,11,12,分煙対策指導員,指導対象,路上喫煙過料,50,1562
2021,11,13,分煙対策指導員,指導対象,路上喫煙,110,1563
2021,11,13,分煙対策指導員,指導対象,路上喫煙過料,30,1564
2021,11,14,分煙対策指導員,指導対象,路上喫煙,0,1565
2021,11,14,分煙対策指導員,指導対象,路上喫煙過料,0,1566
2021,11,15,分煙対策指導員,指導対象,路上喫煙,0,1567
2021,11,15,分煙対策指導員,指導対象,路上喫煙過料,41,1568
2021,11,16,分煙対策指導員,指導対象,路上喫煙,144,1569
2021,11,16,分煙対策指導員,指導対象,路上喫煙過料,36,1570
2021,11,17,分煙対策指導員,指導対象,路上喫煙,0,1571
2021,11,17,分煙対策指導員,指導対象,路上喫煙過料,19,1572
2021,11,18,分煙対策指導員,指導対象,路上喫煙,148,1573
2021,11,18,分煙対策指導員,指導対象,路上喫煙過料,24,1574
2021,11,19,分煙対策指導員,指導対象,路上喫煙,174,1575
2021,11,19,分煙対策指導員,指導対象,路上喫煙過料,38,1576
2021,11,20,分煙対策指導員,指導対象,路上喫煙,129,1577
2021,11,20,分煙対策指導員,指導対象,路上喫煙過料,28,1578
2021,11,21,分煙対策指導員,指導対象,路上喫煙,140,1579
2021,11,21,分煙対策指導員,指導対象,路上喫煙過料,27,1580
2021,11,22,分煙対策指導員,指導対象,路上喫煙,75,1581
2021,11,22,分煙対策指導員,指導対象,路上喫煙過料,24,1582
2021,11,23,分煙対策指導員,指導対象,路上喫煙,134,1583
2021,11,23,分煙対策指導員,指導対象,路上喫煙過料,40,1584
2021,11,24,分煙対策指導員,指導対象,路上喫煙,93,1585
2021,11,24,分煙対策指導員,指導対象,路上喫煙過料,29,1586
2021,11,25,分煙対策指導員,指導対象,路上喫煙,146,1587
2021,11,25,分煙対策指導員,指導対象,路上喫煙過料,31,1588
2021,11,26,分煙対策指導員,指導対象,路上喫煙,99,1589
2021,11,26,分煙対策指導員,指導対象,路上喫煙過料,14,1590
2021,11,27,分煙対策指導員,指導対象,路上喫煙,177,1591
2021,11,27,分煙対策指導員,指導対象,路上喫煙過料,21,1592
2021,11,28,分煙対策指導員,指導対象,路上喫煙,146,1593
2021,11,28,分煙対策指導員,指導対象,路上喫煙過料,36,1594
2021,11,29,分煙対策指導員,指導対象,路上喫煙,79,1595
2021,11,29,分煙対策指導員,指導対象,路上喫煙過料,16,1596
2021,11,30,分煙対策指導員,指導対象,路上喫煙,121,1597
2021,11,30,分煙対策指導員,指導対象,路上喫煙過料,34,1598
2021,12,1,分煙対策指導員,指導対象,路上喫煙,197,1599
2021,12,1,分煙対策指導員,指導対象,路上喫煙過料,39,1600
2022,5,1,分煙対策指導員,指導対象,路上喫煙,100,1601
2022,5,1,分煙対策指導員,指導対象,路上喫煙過料,26,1602
2022,5,2,分煙対策指導員,指導対象,路上喫煙,92,1603
2022,5,2,分煙対策指導員,指導対象,路上喫煙過料,22,1604
2022,5,3,分煙対策指導員,指導対象,路上喫煙,184,1605
2022,5,3,分煙対策指導員,指導対象,路上喫煙過料,38,1606
2022,5,4,分煙対策指導員,指導対象,路上喫煙,115,1607
2022,5,4,分煙対策指導員,指導対象,路上喫煙過料,24,1608
2022,5,5,分煙対策指導員,指導対象,路上喫煙,157,1609
2022,5,5,分煙対策指導員,指導対象,路上喫煙過料,47,1610
2022,5,6,分煙対策指導員,指導対象,路上喫煙,106,1611
2022,5,6,分煙対策指導員,指導対象,路上喫煙過料,32,1612
2022,5,7,分煙対策指導員,指導対象,路上喫煙,131,1613
2022,5,7,分煙対策指導員,指導対象,路上喫煙過料,29,1614
2022,5,8,分煙対策指導員,指導対象,路上喫煙,0,1615
2022,5,8,分煙対策指導員,指導対象,路上喫煙過料,0,1616
2022,5,9,分煙対策指導員,指導対象,路上喫煙,101,1617
2022,5,9,分煙対策指導員,指導対象,路上喫煙過料,34,1618
2022,5,10,分煙対策指導員,指導対象,路上喫煙,162,1619
2022,5,10,分煙対策指導員,指導対象,路上喫煙過料,40,1620
2022,5,11,分煙対策指導員,指導対象,路上喫煙,109,1621
2022,5,11,分煙対策指導員,指導対象,路上喫煙過料,25,1622
2022,5,12,分煙対策指導員,指導対象,路上喫煙,145,1623
2022,5,12,分煙対策指導員,指導対象,路上喫煙過料,28,1624
2022,5,13,分煙対策指導員,指導対象,路上喫煙,134,1625
2022,5,13,分煙対策指導員,指導対象,路上喫煙過料,31,1626
2022,5,14,分煙対策指導員,指導対象,路上喫煙,100,1627
2022,5,14,分煙対策指導員,指導対象,路上喫煙過料,32,1628
2022,5,15,分煙対策指導員,指導対象,路上喫煙,217,1629
2022,5,15,分煙対策指導員,指導対象,路上喫煙過料,53,1630
2022,5,16,分煙対策指導員,指導対象,路上喫煙,114,1631
2022,5,16,分煙対策指導員,指導対象,路上喫煙過料,33,1632
2022,5,17,分煙対策指導員,指導対象,路上喫煙,144,1633
2022,5,17,分煙対策指導員,指導対象,路上喫煙過料,24,1634
2022,5,18,分煙対策指導員,指導対象,路上喫煙,109,1635
2022,5,18,分煙対策指導員,指導対象,路上喫煙過料,32,1636
2022,5,19,分煙対策指導員,指導対象,路上喫煙,142,1637
2022,5,19,分煙対策指導員,指導対象,路上喫煙過料,20,1638
2022,5,20,分煙対策指導員,指導対象,路上喫煙,126,1639
2022,5,20,分煙対策指導員,指導対象,路上喫煙過料,18,1640
2022,5,21,分煙対策指導員,指導対象,路上喫煙,150,1641
2022,5,21,分煙対策指導員,指導対象,路上喫煙過料,25,1642
2022,5,22,分煙対策指導員,指導対象,路上喫煙,189,1643
2022,5,22,分煙対策指導員,指導対象,路上喫煙過料,59,1644
2022,5,23,分煙対策指導員,指導対象,路上喫煙,113,1645
2022,5,23,分煙対策指導員,指導対象,路上喫煙過料,25,1646
2022,5,24,分煙対策指導員,指導対象,路上喫煙,162,1647
2022,5,24,分煙対策指導員,指導対象,路上喫煙過料,33,1648
2022,5,25,分煙対策指導員,指導対象,路上喫煙,119,1649
2022,5,25,分煙対策指導員,指導対象,路上喫煙過料,27,1650
2022,3,12,分煙対策指導員,指導対象,路上喫煙,0,1651
2022,8,9,分煙対策指導員,指導対象,路上喫煙,112,1652
2022,6,20,分煙対策指導員,指導対象,路上喫煙,166,1653
2022,5,26,分煙対策指導員,指導対象,路上喫煙,154,1654
2022,3,12,分煙対策指導員,指導対象,路上喫煙過料,0,1655
2022,5,26,分煙対策指導員,指導対象,路上喫煙過料,29,1656
2022,8,9,分煙対策指導員,指導対象,路上喫煙過料,25,1657
2022,3,13,分煙対策指導員,指導対象,路上喫煙,193,1658
2022,5,27,分煙対策指導員,指導対象,路上喫煙,123,1659
2022,8,10,分煙対策指導員,指導対象,路上喫煙,155,1660
2022,6,20,分煙対策指導員,指導対象,路上喫煙過料,39,1661
2022,3,13,分煙対策指導員,指導対象,路上喫煙過料,11,1662
2022,5,27,分煙対策指導員,指導対象,路上喫煙過料,22,1663
2022,8,10,分煙対策指導員,指導対象,路上喫煙過料,22,1664
2022,6,21,分煙対策指導員,指導対象,路上喫煙,165,1665
2022,3,14,分煙対策指導員,指導対象,路上喫煙,243,1666
2022,5,28,分煙対策指導員,指導対象,路上喫煙,196,1667
2022,8,11,分煙対策指導員,指導対象,路上喫煙,245,1668
2022,6,21,分煙対策指導員,指導対象,路上喫煙過料,25,1669
2022,3,14,分煙対策指導員,指導対象,路上喫煙過料,18,1670
2022,5,28,分煙対策指導員,指導対象,路上喫煙過料,56,1671
2022,8,11,分煙対策指導員,指導対象,路上喫煙過料,25,1672
2022,6,22,分煙対策指導員,指導対象,路上喫煙,165,1673
2022,3,15,分煙対策指導員,指導対象,路上喫煙,141,1674
2022,5,29,分煙対策指導員,指導対象,路上喫煙,101,1675
2022,8,12,分煙対策指導員,指導対象,路上喫煙,115,1676
2022,6,22,分煙対策指導員,指導対象,路上喫煙過料,36,1677
2022,3,15,分煙対策指導員,指導対象,路上喫煙過料,17,1678
2022,5,29,分煙対策指導員,指導対象,路上喫煙過料,23,1679
2022,8,12,分煙対策指導員,指導対象,路上喫煙過料,18,1680
2022,6,23,分煙対策指導員,指導対象,路上喫煙,158,1681
2022,3,16,分煙対策指導員,指導対象,路上喫煙,192,1682
2022,5,30,分煙対策指導員,指導対象,路上喫煙,77,1683
2022,8,13,分煙対策指導員,指導対象,路上喫煙,51,1684
2022,6,23,分煙対策指導員,指導対象,路上喫煙過料,35,1685
2022,3,16,分煙対策指導員,指導対象,路上喫煙過料,26,1686
2022,5,30,分煙対策指導員,指導対象,路上喫煙過料,17,1687
2022,8,13,分煙対策指導員,指導対象,路上喫煙過料,0,1688
2022,6,24,分煙対策指導員,指導対象,路上喫煙,131,1689
2022,3,17,分煙対策指導員,指導対象,路上喫煙,238,1690
2022,5,31,分煙対策指導員,指導対象,路上喫煙,103,1691
2022,8,14,分煙対策指導員,指導対象,路上喫煙,0,1692
2022,6,24,分煙対策指導員,指導対象,路上喫煙過料,11,1693
2022,3,17,分煙対策指導員,指導対象,路上喫煙過料,16,1694
2022,5,31,分煙対策指導員,指導対象,路上喫煙過料,21,1695
2022,8,14,分煙対策指導員,指導対象,路上喫煙過料,0,1696
2022,6,25,分煙対策指導員,指導対象,路上喫煙,238,1697
2022,3,18,分煙対策指導員,指導対象,路上喫煙,144,1698
2022,6,1,分煙対策指導員,指導対象,路上喫煙,140,1699
2022,8,15,分煙対策指導員,指導対象,路上喫煙,126,1700
2022,6,25,分煙対策指導員,指導対象,路上喫煙過料,38,1701
2022,3,18,分煙対策指導員,指導対象,路上喫煙過料,14,1702
2022,6,1,分煙対策指導員,指導対象,路上喫煙過料,28,1703
2022,8,15,分煙対策指導員,指導対象,路上喫煙過料,17,1704
2022,6,26,分煙対策指導員,指導対象,路上喫煙,330,1705
2022,3,19,分煙対策指導員,指導対象,路上喫煙,157,1706
2022,6,2,分煙対策指導員,指導対象,路上喫煙,179,1707
2022,8,16,分煙対策指導員,指導対象,路上喫煙,173,1708
2022,6,26,分煙対策指導員,指導対象,路上喫煙過料,50,1709
2022,3,19,分煙対策指導員,指導対象,路上喫煙過料,12,1710
2022,6,2,分煙対策指導員,指導対象,路上喫煙過料,34,1711
2022,8,16,分煙対策指導員,指導対象,路上喫煙過料,13,1712
2022,6,27,分煙対策指導員,指導対象,路上喫煙,126,1713
2022,3,20,分煙対策指導員,指導対象,路上喫煙,180,1714
2022,6,3,分煙対策指導員,指導対象,路上喫煙,137,1715
2022,8,17,分煙対策指導員,指導対象,路上喫煙,95,1716
2022,6,27,分煙対策指導員,指導対象,路上喫煙過料,18,1717
2022,3,20,分煙対策指導員,指導対象,路上喫煙過料,19,1718
2022,6,3,分煙対策指導員,指導対象,路上喫煙過料,26,1719
2022,8,17,分煙対策指導員,指導対象,路上喫煙過料,18,1720
2022,6,28,分煙対策指導員,指導対象,路上喫煙,207,1721
2022,3,21,分煙対策指導員,指導対象,路上喫煙,201,1722
2022,6,4,分煙対策指導員,指導対象,路上喫煙,193,1723
2022,8,18,分煙対策指導員,指導対象,路上喫煙,145,1724
2022,6,28,分煙対策指導員,指導対象,路上喫煙過料,37,1725
2022,3,21,分煙対策指導員,指導対象,路上喫煙過料,18,1726
2022,6,4,分煙対策指導員,指導対象,路上喫煙過料,45,1727
2022,8,18,分煙対策指導員,指導対象,路上喫煙過料,23,1728
2022,6,29,分煙対策指導員,指導対象,路上喫煙,205,1729
2022,3,22,分煙対策指導員,指導対象,路上喫煙,202,1730
2022,6,5,分煙対策指導員,指導対象,路上喫煙,177,1731
2022,8,19,分煙対策指導員,指導対象,路上喫煙,187,1732
2022,6,29,分煙対策指導員,指導対象,路上喫煙過料,39,1733
2022,3,22,分煙対策指導員,指導対象,路上喫煙過料,11,1734
2022,6,5,分煙対策指導員,指導対象,路上喫煙過料,44,1735
2022,8,19,分煙対策指導員,指導対象,路上喫煙過料,16,1736
2022,6,30,分煙対策指導員,指導対象,路上喫煙,125,1737
2022,3,23,分煙対策指導員,指導対象,路上喫煙,203,1738
2022,6,6,分煙対策指導員,指導対象,路上喫煙,65,1739
2022,8,20,分煙対策指導員,指導対象,路上喫煙,162,1740
2022,6,30,分煙対策指導員,指導対象,路上喫煙過料,25,1741
2022,3,23,分煙対策指導員,指導対象,路上喫煙過料,15,1742
2022,6,6,分煙対策指導員,指導対象,路上喫煙過料,4,1743
2022,8,20,分煙対策指導員,指導対象,路上喫煙過料,29,1744
2022,7,1,分煙対策指導員,指導対象,路上喫煙,166,1745
2022,3,24,分煙対策指導員,指導対象,路上喫煙,115,1746
2022,6,7,分煙対策指導員,指導対象,路上喫煙,136,1747
2022,8,21,分煙対策指導員,指導対象,路上喫煙,149,1748
2022,7,1,分煙対策指導員,指導対象,路上喫煙過料,25,1749
2022,3,24,分煙対策指導員,指導対象,路上喫煙過料,8,1750
2022,6,7,分煙対策指導員,指導対象,路上喫煙過料,36,1751
2022,6,8,分煙対策指導員,指導対象,路上喫煙,164,1752
2022,6,8,分煙対策指導員,指導対象,路上喫煙過料,33,1753
2022,6,9,分煙対策指導員,指導対象,路上喫煙,185,1754
2022,6,9,分煙対策指導員,指導対象,路上喫煙過料,27,1755
2022,6,10,分煙対策指導員,指導対象,路上喫煙,177,1756
2022,6,10,分煙対策指導員,指導対象,路上喫煙過料,43,1757
2022,6,11,分煙対策指導員,指導対象,路上喫煙,262,1758
2022,6,11,分煙対策指導員,指導対象,路上喫煙過料,59,1759
2022,6,12,分煙対策指導員,指導対象,路上喫煙,0,1760
2022,6,12,分煙対策指導員,指導対象,路上喫煙過料,0,1761
2022,6,13,分煙対策指導員,指導対象,路上喫煙,212,1762
2022,6,13,分煙対策指導員,指導対象,路上喫煙過料,36,1763
2022,6,14,分煙対策指導員,指導対象,路上喫煙,228,1764
2022,6,14,分煙対策指導員,指導対象,路上喫煙過料,41,1765
2022,6,15,分煙対策指導員,指導対象,路上喫煙,202,1766
2022,6,15,分煙対策指導員,指導対象,路上喫煙過料,30,1767
2022,6,16,分煙対策指導員,指導対象,路上喫煙,182,1768
2022,6,16,分煙対策指導員,指導対象,路上喫煙過料,31,1769
2022,6,17,分煙対策指導員,指導対象,路上喫煙,173,1770
2022,6,17,分煙対策指導員,指導対象,路上喫煙過料,52,1771
2022,6,18,分煙対策指導員,指導対象,路上喫煙,171,1772
2022,6,18,分煙対策指導員,指導対象,路上喫煙過料,29,1773
2022,6,19,分煙対策指導員,指導対象,路上喫煙,236,1774
2022,6,19,分煙対策指導員,指導対象,路上喫煙過料,36,1775
2022,8,21,分煙対策指導員,指導対象,路上喫煙過料,18,1776
2022,8,22,分煙対策指導員,指導対象,路上喫煙,202,1777
2022,8,22,分煙対策指導員,指導対象,路上喫煙過料,17,1778
2022,8,23,分煙対策指導員,指導対象,路上喫煙,166,1779
2022,8,23,分煙対策指導員,指導対象,路上喫煙過料,25,1780
2022,8,24,分煙対策指導員,指導対象,路上喫煙,112,1781
2022,8,24,分煙対策指導員,指導対象,路上喫煙過料,17,1782
2022,8,25,分煙対策指導員,指導対象,路上喫煙,157,1783
2022,8,25,分煙対策指導員,指導対象,路上喫煙過料,25,1784
2022,8,26,分煙対策指導員,指導対象,路上喫煙,160,1785
2022,8,26,分煙対策指導員,指導対象,路上喫煙過料,27,1786
2022,8,27,分煙対策指導員,指導対象,路上喫煙,157,1787
2022,8,27,分煙対策指導員,指導対象,路上喫煙過料,27,1788
2022,8,28,分煙対策指導員,指導対象,路上喫煙,106,1789
2022,8,28,分煙対策指導員,指導対象,路上喫煙過料,21,1790
2022,8,29,分煙対策指導員,指導対象,路上喫煙,124,1791
2022,8,29,分煙対策指導員,指導対象,路上喫煙過料,15,1792
2022,8,30,分煙対策指導員,指導対象,路上喫煙,188,1793
2022,8,30,分煙対策指導員,指導対象,路上喫煙過料,5,1794
2022,8,31,分煙対策指導員,指導対象,路上喫煙,164,1795
2022,8,31,分煙対策指導員,指導対象,路上喫煙過料,24,1796
2022,9,1,分煙対策指導員,指導対象,路上喫煙,144,1797
2022,9,1,分煙対策指導員,指導対象,路上喫煙過料,14,1798
2022,9,2,分煙対策指導員,指導対象,路上喫煙,162,1799
2022,9,2,分煙対策指導員,指導対象,路上喫煙過料,27,1800
2022,3,25,分煙対策指導員,指導対象,路上喫煙,181,1801
2022,3,25,分煙対策指導員,指導対象,路上喫煙過料,20,1802
2022,7,2,分煙対策指導員,指導対象,路上喫煙,155,1803
2022,3,26,分煙対策指導員,指導対象,路上喫煙,210,1804
2022,3,26,分煙対策指導員,指導対象,路上喫煙過料,20,1805
2022,7,2,分煙対策指導員,指導対象,路上喫煙過料,15,1806
2022,3,27,分煙対策指導員,指導対象,路上喫煙,167,1807
2022,7,3,分煙対策指導員,指導対象,路上喫煙,177,1808
2022,3,27,分煙対策指導員,指導対象,路上喫煙過料,15,1809
2022,7,3,分煙対策指導員,指導対象,路上喫煙過料,38,1810
2022,3,28,分煙対策指導員,指導対象,路上喫煙,265,1811
2022,7,4,分煙対策指導員,指導対象,路上喫煙,214,1812
2022,3,28,分煙対策指導員,指導対象,路上喫煙過料,18,1813
2022,7,4,分煙対策指導員,指導対象,路上喫煙過料,34,1814
2022,3,29,分煙対策指導員,指導対象,路上喫煙,170,1815
2022,7,5,分煙対策指導員,指導対象,路上喫煙,196,1816
2022,3,29,分煙対策指導員,指導対象,路上喫煙過料,11,1817
2022,7,5,分煙対策指導員,指導対象,路上喫煙過料,20,1818
2022,3,30,分煙対策指導員,指導対象,路上喫煙,272,1819
2022,7,6,分煙対策指導員,指導対象,路上喫煙,166,1820
2022,3,30,分煙対策指導員,指導対象,路上喫煙過料,28,1821
2022,7,6,分煙対策指導員,指導対象,路上喫煙過料,29,1822
2022,3,31,分煙対策指導員,指導対象,路上喫煙,209,1823
2022,7,7,分煙対策指導員,指導対象,路上喫煙,183,1824
2022,3,31,分煙対策指導員,指導対象,路上喫煙過料,28,1825
2022,7,7,分煙対策指導員,指導対象,路上喫煙過料,42,1826
2022,4,1,分煙対策指導員,指導対象,路上喫煙,101,1827
2022,7,8,分煙対策指導員,指導対象,路上喫煙,116,1828
2022,4,1,分煙対策指導員,指導対象,路上喫煙過料,30,1829
2022,7,8,分煙対策指導員,指導対象,路上喫煙過料,29,1830
2022,4,2,分煙対策指導員,指導対象,路上喫煙,128,1831
2022,7,9,分煙対策指導員,指導対象,路上喫煙,159,1832
2022,4,2,分煙対策指導員,指導対象,路上喫煙過料,23,1833
2022,7,9,分煙対策指導員,指導対象,路上喫煙過料,35,1834
2022,4,3,分煙対策指導員,指導対象,路上喫煙,76,1835
2022,7,10,分煙対策指導員,指導対象,路上喫煙,0,1836
2022,4,3,分煙対策指導員,指導対象,路上喫煙過料,11,1837
2022,7,10,分煙対策指導員,指導対象,路上喫煙過料,33,1838
2022,4,4,分煙対策指導員,指導対象,路上喫煙,105,1839
2022,7,11,分煙対策指導員,指導対象,路上喫煙,168,1840
2022,4,4,分煙対策指導員,指導対象,路上喫煙過料,17,1841
2022,7,11,分煙対策指導員,指導対象,路上喫煙過料,0,1842
2022,4,5,分煙対策指導員,指導対象,路上喫煙,94,1843
2022,7,12,分煙対策指導員,指導対象,路上喫煙,203,1844
2022,4,5,分煙対策指導員,指導対象,路上喫煙過料,29,1845
2022,7,12,分煙対策指導員,指導対象,路上喫煙過料,36,1846
2022,7,13,分煙対策指導員,指導対象,路上喫煙,80,1847
2022,7,13,分煙対策指導員,指導対象,路上喫煙過料,28,1848
2022,7,14,分煙対策指導員,指導対象,路上喫煙,166,1849
2022,7,14,分煙対策指導員,指導対象,路上喫煙過料,16,1850
2022,7,15,分煙対策指導員,指導対象,路上喫煙,43,1851
2022,7,15,分煙対策指導員,指導対象,路上喫煙過料,18,1852
2022,7,16,分煙対策指導員,指導対象,路上喫煙,159,1853
2022,7,16,分煙対策指導員,指導対象,路上喫煙過料,12,1854
2022,7,17,分煙対策指導員,指導対象,路上喫煙,184,1855
2022,7,17,分煙対策指導員,指導対象,路上喫煙過料,27,1856
